-- Rodzaj --;-- Numer --;Pierwsza centroida klastra a*;Druga centroida klastra a*;Trzecia centroida klastra a*;Pierwsza centroida klastra b*;Druga centroida klastra b*;Trzecia centroida klastra b*;Srednia rgb: czerwony;Srednia rgb: zielony;Srednia rgb: niebieski;Srednia hsv: odcień;Srednia hsv: nasycenie;Srednia hsv: wartość;Srednia lab: luminacja;Srednia lab: tienta;Srednia lab: temperatura;Odchylenie standardowe rgb: czerwony;Odchylenie standardowe rgb: zielony;Odchylenie standardowe rgb: niebieski;Odchylenie standardowe hsv: odcień;Odchylenie standardowe hsv: nasycenie;Odchylenie standardowe hsv: wartość;Odchylenie standardowe lab: luminacja;Odchylenie standardowe lab: tienta;Odchylenie standardowe lab: temperatura;Kontrast;Odmienność;Homogeniczność;Energia;Korelacja;Srednia rgb: czerwony;Srednia rgb: zielony;Srednia rgb: niebieski;Srednia hsv: odcień;Srednia hsv: nasycenie;Srednia hsv: wartość;Srednia lab: luminacja;Srednia lab: tienta;Srednia lab: temperatura;Wariancja rgb: czerwony;Wariancja rgb: zielony;Wariancja rgb: niebieski;Wariancja hsv: odcień;Wariancja hsv: nasycenie;Wariancja hsv: wartość;Wariancja lab: luminacja;Wariancja lab: tienta;Wariancja lab: temperatura;Skosnosc rgb: czerwony;Skosnosc rgb: zielony;Skosnosc rgb: niebieski;Skosnosc hsv: odcień;Skosnosc hsv: nasycenie;Skosnosc hsv: wartość;Skosnosc lab: luminacja;Skosnosc lab: tienta;Skosnosc lab: temperatura;Kurtoza rgb: czerwony;Kurtoza rgb: zielony;Kurtoza rgb: niebieski;Kurtoza hsv: odcień;Kurtoza hsv: nasycenie;Kurtoza hsv: wartość;Kurtoza lab: luminacja;Kurtoza lab: tienta;Kurtoza lab: temperatura;Entropia rgb: czerwony;Entropia rgb: zielony;Entropia rgb: niebieski;Entropia hsv: odcień;Entropia hsv: nasycenie;Entropia hsv: wartość;Entropia lab: luminacja;Entropia lab: tienta;Entropia lab: temperatura;Srednia hog;Odchylenie standardowe hog;Wystapienia spherical cup;Wystapienia through;Wystapienia rut;Wystapienia saddle rut;Wystapienia saddle;Wystapienia saddle ridge;Wystapienia ridge;Wystapienia dome;Wystapienia spherical cap;Srednia spherical cup;Srednia through;Srednia rut;Srednia saddle rut;Srednia saddle;Srednia saddle ridge;Srednia ridge;Srednia dome;Srednia spherical cap;Gęstość;Srednia rgb: czerwony;Srednia rgb: zielony;Srednia rgb: niebieski;Odchylenie standardowe rgb: czerwony;Odchylenie standardowe rgb: zielony;Odchylenie standardowe rgb: niebieski
1;1;-1.6979981635122512;0.662796393907541;6.129124992844877;-3.382055120054582;2.120387964066718;-0.5259216696595935;107.76950464144625;101.96907328228555;108.25077086483176;0.6671653833714863;0.10875065299328668;0.4399100410653261;43.868887579461465;3.671035105315973;-2.6833032598790183;13.097189216309598;13.268183519593393;11.855534350990766;0.2814759903714353;0.058238370759182236;0.04713474309728792;5.114277080173806;3.677605954046241;4.094036613611607;77.97604839367251;5.671865419112849;0.20072162738460386;0.055565174335174855;0.7298860517605791;107.76950464144625;101.96907328228555;-2.7011428850124366;0.6620446478407657;0.10883768756807725;0.4400968932386078;43.86816179219977;3.675475389225775;-2.7011428850124366;171.53636536781647;176.04469390960966;16.852896657863642;0.07896748816822162;0.0033990843178078665;0.0022299030121923644;26.242351363504262;13.669007339725036;16.852896657863642;2.6856939038945384;2.6009891569289847;5.734743143455704;2.356105835604289;2.5939063683308747;2.9681345768100784;2.742935258923554;5.16838547596484;5.734743143455704;4.610819617169191;4.092572926781943;33.57116857893123;3.848933485839736;4.098094030220238;6.647297703987801;5.031517475161104;25.38741150221409;33.57116857893123;5.065423905253304;5.035726297526624;5.0083928492079135;6.544556238078935;7.638585921664946;4.953872558513203;10.261031815437851;10.261031815437853;10.261031815437851;0.0617431640625;0.12575228102797462;35155;51508;166575;82155;36269;45656;104256;16603;35752;0.0071523030598958336;0.010479329427083333;0.0338897705078125;0.0167144775390625;0.007378946940104166;0.009288736979166667;0.0212109375;0.0033778889973958334;0.007273763020833333;0.026029866536458335;124.85786528270623;123.7458848540745;125.2098607181379;14.276012152848429;13.824320930324088;13.998633030325347
1;2;-1.6185791349809704;1.5368586618060904;0.02837369347367391;-0.5502911526415428;-2.960496580274261;1.9478889950050562;102.80421765511495;106.45123502479801;108.52909942692013;0.48004623353204073;0.10124282769157732;0.4361020939581659;44.73412996217762;-0.821022640758967;-1.6188658664314621;15.1761243211677;13.199813258731202;12.652987278280085;0.23822201314230101;0.07511646605996657;0.04897009863254538;5.315403019241125;2.9955935190930463;4.2006078610541495;46.45226047782127;4.4959774543379;0.22370214914099149;0.06349242017262681;0.7469084675679404;102.80421765511495;106.45123502479801;-1.6010712560332945;0.4752129880375671;0.10132129703088781;0.43626835473333836;44.738574967977556;-0.8298333946450495;-1.6010712560332945;230.31474941153778;174.23507006537605;17.91922441895293;0.05654548578761854;0.005648387250128031;0.0024095262226189727;28.38102492486894;8.990246820746576;17.91922441895293;2.5703793877786962;3.010993831528521;5.643902852289337;2.031639595876153;2.911031875708794;2.974684269260394;2.9178708351096088;6.585329934593672;5.643902852289337;4.053928078130526;6.801351049003307;32.76497509346567;1.589783365804518;6.94512633075008;6.736897870636254;6.173925258094501;45.436585322547884;32.76497509346567;4.908602666202671;4.682856940657684;4.718581855133094;6.010245425115169;7.1006951071174536;4.728490734799383;9.553163731072136;9.553163731072136;9.553163731072136;0.04723795572916667;0.10657416702743583;20837;31748;94827;47386;22900;29478;63144;10404;20254;0.0042392985026041665;0.006459147135416667;0.0192926025390625;0.009640706380208334;0.004659016927083333;0.005997314453125;0.0128466796875;0.00211669921875;0.0041206868489583335;0.01524169921875;125.90231726200011;127.3599898553046;128.43575471194404;16.59357075147166;14.120888541930702;15.233395997449051
1;3;0.5069618668161512;-1.525893129028339;3.745165683357287;-0.5352229262221637;1.7283850850133038;-2.8450487859335523;110.12708927227688;103.87841437759872;109.6297559609142;0.6876819711361932;0.09957732255700451;0.4454297638445695;44.67141108166994;3.6989285409876933;-2.313228930365317;11.065643308255119;12.37374189450345;11.068787508815273;0.2814677711637551;0.050291849250121;0.042389114176444205;4.659728742380536;3.4222012157853863;3.3900333740480635;38.27035673515982;4.21475782778865;0.22886258990811303;0.06531227261698468;0.7501907598047388;110.12708927227688;103.87841437759872;-2.334791635770429;0.68250723658554;0.09964877156557417;0.4456019960342962;44.674765600540475;3.7100230142644497;-2.334791635770429;122.44846182553131;153.10948847178983;11.585824876391445;0.07894651255192381;0.0025401907366089426;0.001802514658464147;21.859241178077692;11.869682963421987;11.585824876391445;2.8794574173286867;2.6590623105795377;6.33070896618417;2.6528736709174385;2.755859187657829;3.0225873511051358;2.7316019568090004;5.36814256252251;6.33070896618417;5.72239837152077;4.361214012701103;41.143754276530856;5.87220182492741;5.046807194226796;6.797188299829164;4.777427413358611;27.565680999101836;41.143754276530856;4.707450844504675;4.6028783141534815;4.623802436162551;5.94012255453133;6.891929167296372;4.588828295963995;9.387941556243835;9.387941556243835;9.387941556243835;0.04323567708333333;0.10100397283883965;16279;24787;78236;38932;18063;23353;50889;7763;15873;0.0033119710286458335;0.005042928059895833;0.015917154947916668;0.007920735677083334;0.0036749267578125;0.004751180013020833;0.0103533935546875;0.0015793863932291666;0.0032293701171875;0.0124176025390625;127.02647661178013;126.53715081510609;128.30931432784467;14.138925685016709;14.246996990572915;14.61728214853085
1;4;-1.588508113773626;2.018928696757573;0.19207370794221912;-2.841047461657622;-0.5415135805142719;1.6813528526838568;104.97767477355752;100.86887604463794;106.23500600510434;0.660529190468866;0.10006050346278497;0.42959147628430233;43.232078216891146;2.8277313818030607;-2.4133799864204715;12.443668627599102;13.784140280321278;12.378131858130558;0.2751455721709962;0.053380135092216126;0.04795210472081664;5.272720265757578;3.508995722630039;3.407666897110091;40.929565394651014;4.3348014514024795;0.22434641629186855;0.06422859751543673;0.7455777527655545;104.97767477355752;100.86887604463794;-2.431416704198569;0.655316206275334;0.10015081569333935;0.42978150177651003;43.22864434769554;2.8256893359355453;-2.431416704198569;154.84488891349415;190.00252326757555;11.70439906886374;0.0754074952195165;0.002855554495281199;0.002309930740235784;27.832436269598116;12.43499886800768;11.70439906886374;2.6510317655200772;2.5588004313572505;6.123309806787897;2.31184058262468;2.740990599718877;2.839573137755959;2.631688456191902;5.479517431965033;6.123309806787897;4.350519523593067;3.905512653158154;38.096778385885344;3.5680345028786666;5.06623615019905;5.718789682565436;4.272905030428416;29.28583914498872;38.096778385885344;4.7126138518512635;4.600396315166961;4.628702571446132;5.927598584986047;6.907623379843173;4.5905919449754595;9.411315115508284;9.411315115508284;9.411315115508282;0.03996419270833333;0.09605854887300694;14372;23068;68522;34709;16309;19779;42651;7023;14223;0.0029239908854166666;0.004693196614583333;0.013940836588541667;0.007061564127604167;0.0033180745442708335;0.0040240478515625;0.0086773681640625;0.0014288330078125;0.0028936767578125;0.010867513020833334;123.37305301782237;124.08752059308073;126.26177549797814;15.739645183971996;15.528786576663684;15.819294737422306
1;5;1.644429666269142;-0.34822753188879974;-4.35843074039664;3.587156970699109;-0.20363874226986362;-3.1912392480290492;101.05296073248495;107.4937270076573;109.64979698612966;0.4885221019504139;0.1185734364170629;0.4390266341165337;44.93540266324292;-1.8314305024819608;-2.0075374351710034;16.14006698535179;13.603944178678068;12.996731454614002;0.20628227572943242;0.08387924428862045;0.04967973141763197;5.478076710795879;3.448432726173001;4.09285518118541;65.40991499510764;5.2488492742987605;0.20837409827728315;0.05525099917038473;0.7626888933042778;101.05296073248495;107.4937270076573;-1.9925034743984522;0.48378172602665076;0.11870736027468186;0.439223778510505;44.940376597542034;-1.8321906422868355;-1.9925034743984522;260.5017622916428;185.06729721658888;16.993181668959508;0.04243845980939787;0.007034407372318985;0.002480954146956746;30.12441872620165;11.894527160102095;16.993181668959508;2.500495851610129;3.2275347576884705;5.639915038304173;2.5746525276765335;2.6087072346879427;3.1819297265525908;3.107264818311761;5.704557725688646;5.639915038304173;3.722102594923646;8.611406265198202;32.27864311725917;4.845239764032476;4.90181715405346;8.472219480559499;7.700275310019043;32.49119050714497;32.27864311725917;5.3422221096220746;5.031187461675659;5.022591103827951;6.58186062391024;7.8721900862076915;5.123019337393764;10.297881662757696;10.297881662757696;10.297881662757698;0.05728515625;0.11664486617809099;33557;50082;154137;77740;41814;48871;103490;20375;32613;0.006827189127604167;0.010189208984375;0.0313592529296875;0.015816243489583333;0.008507080078125;0.009942830403645833;0.021055094401041665;0.004145304361979167;0.0066351318359375;0.023600667317708334;125.8847864691988;127.40074309063637;128.02679264150618;18.681557190227686;14.755537301994359;15.559981412991695
1;6;1.6372078959530305;-0.38758713319819293;-5.33494400465297;-1.9228604894757646;0.332992049054761;3.2308983843825487;103.00824845379148;111.49284059516602;112.80966195799856;0.4827346107077872;0.11914977743995851;0.4503205654730795;46.36063632973714;-2.7816250085235725;-1.7842882682376173;16.280329556404975;13.514729633128756;13.11308535275744;0.18098985629236927;0.08284868924650889;0.04955341496781753;5.458386397584092;3.5526504870502733;3.573058578602765;48.36070817025441;4.671033920417482;0.21825557247998953;0.05995825027471569;0.7552105157175321;103.00824845379148;111.49284059516602;-1.7683097297411288;0.47812996888001164;0.1192534064788622;0.4506048815904031;46.37117288915801;-2.7720302704396262;-1.7683097297411288;265.04913046515355;182.64791705656853;12.997931953389505;0.03268501871381535;0.006868795058340559;0.002474117008293253;29.967150687197616;12.624985195079374;12.997931953389505;2.63984082119907;3.6901275750362577;6.128831450991725;3.233840139773472;2.5607167555303985;3.631825881532089;3.496866609841185;5.498955189557353;6.128831450991725;4.569188214211828;12.267435704011165;37.9902199782025;9.657618974443901;4.38463055224011;11.94148747439428;10.749515772864452;29.57657924773043;37.9902199782025;5.152948578068222;4.795448751407402;4.822469959842408;6.385511022201315;7.532099003774882;4.9187116597372835;9.91328346321364;9.91328346321364;9.91328346321364;0.048681640625;0.10573890653700596;30014;42769;135022;68893;44345;45897;94069;21601;27601;0.006106363932291667;0.008701375325520833;0.027470296223958333;0.014016316731770834;0.009022013346354166;0.0093377685546875;0.019138387044270833;0.004394734700520833;0.005615437825520833;0.0170654296875;124.56118264186934;126.36696471149261;127.52622794468289;17.86212762719143;13.16502563939859;14.24715346018948
1;7;1.6301794139471655;-0.30568639680364573;-3.969144905852164;-3.2674120567017257;2.2548425740672715;-0.5367175955814217;101.50795351341357;107.11646390872357;109.31289529641452;0.48806054090155365;0.11593500695780479;0.43855264023643475;44.85137642431853;-1.5105400037841508;-1.925339712302329;16.067385403552493;13.606144811696717;12.998860608001126;0.21618933915711197;0.08229649990025402;0.04996034205008534;5.477532618559582;3.4621681404448643;4.2168237808571085;58.683677429876056;4.989370107632094;0.21317731267407133;0.0588027171417255;0.7766779797368303;101.50795351341357;107.11646390872357;-1.9092945981368385;0.4832968332780439;0.11604611134374948;0.4387244467889559;44.856567562717196;-1.5126603618644667;-1.9092945981368385;258.16087370629174;185.1271766368615;18.028215936406287;0.04660794006583616;0.006777330828209095;0.0025089543998256998;30.126126631804727;12.000617392104566;18.028215936406287;2.5317371131989;3.203252157787827;5.678311126828426;2.3943143319052975;2.633343319020451;3.1313162826666474;3.0667102468375607;5.873247532002872;5.678311126828426;3.8957102064460116;8.289318669118188;33.197931632106766;3.748706173474176;4.985853913326053;7.992463017809445;7.2883997133225815;34.848061033418794;33.197931632106766;5.185093467609182;4.90898589985189;4.921084589737839;6.431878859746481;7.628345258447829;4.980167186439333;10.083059023728964;10.083059023728964;10.083059023728964;0.062120768229166665;0.12433522211869676;32445;50326;148974;75557;38519;49031;102672;18978;31761;0.0066009521484375;0.010238850911458333;0.030308837890625;0.015372111002604166;0.007836710611979167;0.009975382486979167;0.020888671875;0.003861083984375;0.0064617919921875;0.021860555013020835;124.16283073830375;125.64375657288574;126.93963647870153;17.541653896752404;14.101591304840406;15.318159895974325
1;8;0.4927079683210692;3.444170021819924;-1.6996303117894005;-0.5380863852668566;2.1586146609316654;-3.314534723645071;102.50724569672191;100.94380588982318;105.26381316338232;0.5746146245578418;0.10354065341958987;0.42622512574197857;43.00397722902961;1.6565506022591283;-2.190113692851057;13.961440226464061;13.90012665274548;12.689781627929436;0.2852823650431955;0.06367012402213414;0.050441390852504125;5.440063401127877;3.3163380151444195;4.3286004740484465;65.71422619047623;5.177387067840837;0.21132764934945128;0.05844752734037855;0.781375394814986;102.50724569672191;100.94380588982318;-2.1982470135880643;0.5695407685923023;0.10360987033707668;0.42638998301858566;43.001869715304686;1.6439108871689136;-2.1982470135880643;194.92181319712884;193.21352096236524;18.897545004384728;0.0810378509376327;0.004061630820951274;0.002555277422778563;29.64022001946408;11.113243393198623;18.897545004384728;2.527697105607347;2.5855357453995325;5.502179164538171;2.203405387156654;2.693115586111925;2.7765372063757696;2.6048805357962803;5.845243508866675;5.502179164538171;3.7052064901261277;4.058478551846466;30.773515243686965;3.5388571560397137;4.962853912200378;5.353715422755313;4.138470434145443;33.99671497255811;30.773515243686965;5.112641182290865;4.973701680049864;4.9658688215746585;6.374979690178386;7.554841239736652;4.967930615036982;10.094867124613632;10.094867124613634;10.094867124613632;0.06488606770833333;0.12834871237121773;30567;49887;145962;70889;30359;42415;94440;12668;29965;0.0062188720703125;0.0101495361328125;0.029696044921875;0.014422403971354166;0.006176554361979167;0.008629353841145833;0.0192138671875;0.0025773111979166667;0.006096394856770834;0.022313639322916665;123.4011269557606;124.00855246362012;125.40554907181152;16.048758410822384;14.58341555103186;15.301247158965268
1;9;2.0836832004316377;0.18064474790246338;-1.6662969348690262;-3.2646015633808236;3.4804491101657273;-0.20055200662919512;103.41384326552506;102.09694600409298;106.0379679674427;0.5586698724069221;0.10295219934402489;0.4298444535676783;43.44087254370469;1.4801329031887474;-2.012596987030277;14.296514496560375;13.898722231280175;12.401404138471246;0.2901143563869092;0.0644870336567586;0.04954818338284758;5.4572443596607;3.2501378157072986;4.364680127965474;66.81888127853883;5.199667318982387;0.211904222227501;0.05739676796537341;0.7721705821321215;103.41384326552506;102.09694600409298;-2.0188790354083945;0.5536143615935818;0.10299694483800063;0.43000626774646816;43.43589698740037;1.4655157335012505;-2.0188790354083945;204.39032675036097;193.17447966228184;19.224362699523347;0.08380745087022282;0.0041673975173840755;0.00246720550781674;29.790667293021365;10.665801092662324;19.224362699523347;2.5798920067763347;2.706198805934759;5.360478788123784;2.1177821769828213;2.709714741590207;2.8585476462559085;2.7551769405490174;5.9323668147907265;5.360478788123784;4.063641738507782;4.851823580549063;29.101014745596927;2.9045315724909795;5.164025874578559;5.941144691884615;5.125317203697136;35.059209033174525;29.101014745596927;5.163468819181764;5.00289052723523;4.985787528557948;6.384384927054645;7.600063835107202;5.015239376882444;10.123092419185713;10.123092419185712;10.123092419185712;0.06326497395833333;0.12587512970553294;30882;49751;147409;71583;30434;43058;97063;13172;30577;0.006282958984375;0.010121866861979167;0.029990437825520834;0.0145635986328125;0.006191813151041667;0.008760172526041667;0.019747517903645834;0.0026798502604166666;0.006220906575520833;0.0233026123046875;124.50517300086435;124.85004845595746;125.8445829731877;16.08376320587084;14.320600374454596;14.902978444769944
1;10;-0.3055330921360233;1.6618204756037516;-3.4703881263467133;1.9652759281963053;-3.2696385880219623;-0.5429821615542545;99.38838916788507;100.32351090204055;104.29596020596274;0.5526616681238382;0.10657111538230855;0.4196144368370728;42.51587277277512;0.6341298519507285;-2.3425761307638373;15.370997164427623;14.577200408718813;13.186518450655383;0.26042693019969737;0.0732513425934362;0.05246629507886309;5.796841158114281;3.3210424408771204;4.226819964982706;65.7410316780822;5.150913038160469;0.21165990398121703;0.06029666993278467;0.7730037475002899;99.38838916788507;100.32351090204055;-2.3462017672112387;0.5476553302396542;0.10665046723030959;0.41976667090458325;42.51937893331638;0.6197921301887992;-2.3462017672112387;236.26755382884204;212.49477175595194;18.061350235559782;0.06749656532963952;0.0053713300549275865;0.002768493329448558;33.72789030145435;11.087146889597973;18.061350235559782;2.4265760191090178;2.6003297526967075;5.635712318764927;2.19151122480334;2.6911520275735983;2.718132814297552;2.569799203943106;5.943866788536493;5.635712318764927;3.194467449950027;4.218398501448303;32.945705610196455;3.091703506358125;5.126057467757832;5.0171696504399215;4.0255933086599205;35.343709203457124;32.945705610196455;5.027348260651812;4.880031397011392;4.91166025939631;6.226609077032993;7.382571757730352;4.8862085887472775;9.917268933687678;9.917268933687678;9.917268933687678;0.0585009765625;0.12112264036695615;27792;46657;133785;65389;28689;38993;85469;12503;27640;0.005654296875;0.009492390950520834;0.0272186279296875;0.013303426106770834;0.0058367919921875;0.007933146158854166;0.017388712565104165;0.002543741861979167;0.005623372395833334;0.020429484049479165;121.30245481252801;122.72829756510481;124.47792660459095;17.039608159433858;15.068134239065053;15.53698705288328
